Index,Eye ID,Final Label,type,diss_R,homo_R,cont_R,ener_R,ASM_R,corr_R,diss_G,homo_G,cont_G,ener_G,ASM_G,corr_G,diss_B,homo_B,cont_B,ener_B,ASM_B,corr_B
0,TRAIN050022.JPG,NRG,TRAIN,1.9946595078299778,0.39838240386102985,9.194054586129754,0.0645669636006923,0.004168892788613126,0.9626548196385848,1.8587293064876953,0.4167751200202462,8.132519015659955,0.0949831168609803,0.00902179248862664,0.8951385371946816,1.899613422818792,0.4047976214398727,7.349077404921701,0.0995222182232876,0.00990467192008368,0.872359091340003
1,TRAIN003399.JPG,NRG,TRAIN,3.0707543624161078,0.291181107620427,16.223931991051458,0.05810180697426596,0.0033758199736748607,0.987523298916733,2.8630049217002234,0.28755107579308886,13.324084116331095,0.04731312510790362,0.00223853180747614,0.945492990687592,3.15125548098434,0.2648855780292132,16.012259507829977,0.05575975897130577,0.0031091507205381146,0.843118001529242
2,TRAIN011846.JPG,NRG,TRAIN,1.590496644295302,0.5243637879538796,13.782081431767338,0.13118418767899445,0.017209291096997637,0.9963743223680901,1.5623677852348994,0.5467693768579478,21.190863534675618,0.12331833990195112,0.015207412956173151,0.9969142287727214,1.6437583892617447,0.5357153543911435,21.88447427293065,0.12222275081170143,0.014938400815979263,0.996719965310467
3,TRAIN005388.JPG,NRG,TRAIN,2.8806138702460853,0.4952433808122035,113.6393288590604,0.1427944643064987,0.02039025903657993,0.9879029919238868,2.685977628635347,0.5025608265721322,95.23500313199108,0.14452003152966458,0.020886039513335248,0.9854071070922428,1.985621476510067,0.5387908443650865,36.81295033557047,0.14201020722646474,0.02016689895650346,0.9831452738609783
4,TRAIN035358.JPG,NRG,TRAIN,2.916374049217002,0.3181526683630781,17.059736912751674,0.0438577141313798,0.0019234990888298315,0.9816631841886784,3.5344966442953027,0.3000969511920553,29.54954451901567,0.04636189195556566,0.0021494250256995436,0.9482002533848772,3.157816554809844,0.28945477616841947,19.084517225950783,0.06104052296875662,0.0037259454442993053,0.9307658661622301
5,TRAIN041829.JPG,NRG,TRAIN,2.5035758389261735,0.3264352223530322,10.529737807606262,0.06672344652288036,0.004452018315891674,0.9549191137637275,3.9978738255033552,0.2476829656717467,30.34353467561521,0.02487168134865673,0.0006186005331091192,0.9897828217169751,3.286394630872483,0.2688422745493244,18.83059865771812,0.0332418239724036,0.0011050188610122666,0.9888734683309989
6,TRAIN040915.JPG,NRG,TRAIN,2.5760268456375837,0.38541419559723983,15.842650559284117,0.14804544193016164,0.021917452876296862,0.9876264001536021,3.682310514541386,0.27444458394777305,29.796558389261737,0.03667479511831124,0.001345040596970106,0.9751293066707126,2.8715472035794187,0.2967540250770405,14.326040268456374,0.05415676932627154,0.0029329556638589857,0.9645261536863484
7,TRAIN092129.JPG,NRG,TRAIN,2.992986129753915,0.2883250695254253,15.5666774049217,0.027575859049941434,0.0007604280023422368,0.9953938033712342,3.60234451901566,0.2785515381169668,28.155833557046975,0.03420041498736483,0.001169668385307969,0.9847581021173993,3.004105592841163,0.2948744705786752,16.595658165548098,0.045776321120798505,0.0020954715753544635,0.9820696075815413
8,TRAIN013397.JPG,NRG,TRAIN,3.0019328859060406,0.2808578951562769,15.04026129753915,0.029885553130284164,0.0008931462859030376,0.9916299548459411,2.9504644295302014,0.28554168094967886,14.618752572706939,0.036971729971971165,0.0013669088171203508,0.9878941639007967,2.8064178970917224,0.29177245187126655,12.790285458612974,0.04882600630649315,0.0023839788918417087,0.9723135232581753
9,TRAIN008011.JPG,NRG,TRAIN,2.049669798657718,0.3885636905598462,7.476952125279642,0.03867325719259887,0.0014956208218849002,0.9946541249064403,2.973557046979866,0.3421176747655484,20.39662997762863,0.04195150263563375,0.0017599285733875853,0.9869098491632038,1.7405655480984343,0.4215089014615494,5.213302908277405,0.10016850223419561,0.010033728839842052,0.8984355880252558
10,TRAIN057701.JPG,NRG,TRAIN,4.178380313199105,0.24179079692155916,36.42065324384787,0.024572208861703252,0.0006037934483431678,0.9915425793392656,3.5630389261744964,0.2738596200166448,26.327291275167784,0.04051788037634537,0.0016416986301918332,0.9745101217201175,2.5862621923937366,0.3231214236139896,11.57573512304251,0.07863113756829732,0.006182855795284498,0.9279005767759259
11,TRAIN058858.JPG,NRG,TRAIN,3.0951570469798657,0.27426113398348084,16.021914988814316,0.04848965341592388,0.0023512464883964183,0.9262359210244919,5.363790604026846,0.20198645320416136,59.95209664429531,0.028440540019879626,0.0008088643166223747,0.9574480678416765,4.086147651006712,0.22762037040960828,30.031493512304248,0.0359064487770081,0.001289273063775906,0.9645409938182677
12,TRAIN031897.JPG,NRG,TRAIN,2.7314040268456377,0.3367122468519952,14.801292170022371,0.04287492856462793,0.0018382594994219479,0.9910373572137114,3.3907042505592844,0.2960444295622977,23.99582281879195,0.03448544298276768,0.0011892457777177205,0.9888172630586467,2.7722559284116333,0.31127204446611856,13.602208501118568,0.04263225013129674,0.0018175087512574508,0.9886263939945998
