0,1,2,3,4,5,6,7,8,9,Final Label
20.667492990623874,-3.505106002221146,7.167026292756429,22.885970694043355,3.3982309252299654,-1.7790462619261933,0.6660406618194121,-1.1760012774746926,0.8001825358953457,0.007098750925574077,NRG
29.570500551947045,-1.1195270459100413,-0.16127039825640746,38.817433997599295,4.231478507346343,-3.5011399414132276,0.7167570340768562,-0.9830831277254616,1.904820112881406,-0.8257259955910472,NRG
50.862791827154616,21.663118921356904,8.33518002408679,53.082210281842656,-3.024702202330433,-14.978883255097998,4.237070406593491,-2.8772470833382635,4.4733067167633775,-2.0555058074050727,NRG
327.3507869803778,-152.71866566590015,328.0385004339625,264.2115982394548,92.41661854134198,-6.4386267321078465,-9.487745631553052,-8.082058189232864,18.202686419794833,4.949171714348921,NRG
67.9172266047456,3.0008286311428267,51.66047551679838,50.9782471214586,1.166972605230406,-12.042451213164458,3.1355230921062858,-2.81151332460076,3.736117472588074,-0.07004065407404661,NRG
61.61369546498582,18.807889918759663,51.07509742171441,36.902229410417846,-8.757998575546843,-16.432927859894555,5.276856096103455,-3.3439857872977097,3.2917255196905684,-0.18657045496743332,NRG
69.82841516766008,-3.264684893248167,69.46625939695613,43.37808791510845,1.9514000195812673,-10.839187286933662,2.928973948289156,-3.1433979969950396,3.1765264070637853,0.8726173540722997,NRG
66.13427615701154,2.8823573353190675,54.711483929179046,46.299144490883144,0.5234553893632412,-11.89492300267873,3.22260570006781,-2.954396254951484,3.4098101526059716,0.1729055405362823,NRG
34.831259082510876,-5.400725463954247,16.04318817631709,35.70709223908935,5.137304274129283,-3.520295261156278,0.6769765104728751,-1.4406701196389124,1.720351203894718,-0.13483274151439997,NRG
49.97779447572926,-6.24506037948989,66.11574345495828,20.19087500772969,1.0285257303047162,-7.234843111073122,2.3568949722947505,-2.7833130197298233,1.172009067173716,1.7514338782496037,NRG
88.92711338229041,-50.35196763226765,79.22963336279273,79.90792278225058,29.456301112572014,1.273198831550402,-3.345118080199513,-1.8297143823475828,4.0503258857086895,1.6642894506311436,NRG
118.51690811926363,31.42627424609906,121.33017478598349,57.01116871551722,-15.576592213707523,-30.68349464708745,9.575401494976715,-5.9683677979526895,6.399816857542656,0.3977920251011875,NRG
60.61597702619767,-2.0040384632683397,50.00483583780814,44.388625301356086,2.6416950461206943,-9.398977352087536,2.3658181319138953,-2.6230234457294808,2.9829998768552004,0.3270492230768848,NRG
13.717677871967785,-1.1822721534683083,0.8714789185503876,17.233067457432753,1.8361584098603378,-1.3154512139160792,0.7668058209514249,-0.9027361545122015,0.3108677183816536,-0.024011100834214094,NRG
179.73555442563338,-5.261726638257465,167.59095902401586,119.89906389342907,8.781671173959962,-28.78285527463504,6.090336173580074,-6.512868249547993,10.39194489249186,0.7466955946668647,NRG
77.83657387531659,-3.911487282283178,60.603868224506705,60.39437557603391,5.060675031986624,-11.610707342208505,2.471101160310469,-2.8876258613035453,4.236925810549924,0.11653679778909948,NRG
32.04696782515773,-3.4799698032165214,23.735346178912984,25.841306658766488,2.702652085616319,-4.019996721361487,1.234158956083173,-1.7584694637858609,1.1916086076301307,0.349748255784758,NRG
68.53584927078444,7.527092214826097,35.70369693111973,61.651993528224374,1.5760343413216633,-13.294020888754465,3.1786792558614705,-2.696691078902577,4.567972624826626,-1.028812857678571,NRG
